Vehicle_ID  Vehicle_Date Vehicle_Type         CO2_Emissions Manufacturer                                       Model                                              Price       Document_ID
----------- ------------ -------------------- ------------- -------------------------------------------------- -------------------------------------------------- ----------- -----------
1           2024-12-04   hybrid               2             Manufacturer1                                      Model1                                             20001       2
2           2024-12-03   pure-electric        3             Manufacturer2                                      Model2                                             20002       3
3           2024-12-02   hybrid               4             Manufacturer3                                      Model3                                             20003       4
4           2024-12-01   pure-electric        5             Manufacturer4                                      Model4                                             20004       5
5           2024-11-30   hybrid               6             Manufacturer5                                      Model5                                             20005       6
6           2024-11-29   pure-electric        7             Manufacturer6                                      Model6                                             20006       7
7           2024-11-28   hybrid               8             Manufacturer7                                      Model7                                             20007       8
8           2024-11-27   pure-electric        9             Manufacturer8                                      Model8                                             20008       9
9           2024-11-26   hybrid               10            Manufacturer9                                      Model9                                             20009       10
10          2024-11-25   pure-electric        11            Manufacturer10                                     Model10                                            20010       11
11          2024-11-24   hybrid               12            Manufacturer11                                     Model11                                            20011       12
12          2024-11-23   pure-electric        13            Manufacturer12                                     Model12                                            20012       13
13          2024-11-22   hybrid               14            Manufacturer13                                     Model13                                            20013       14
14          2024-11-21   pure-electric        15            Manufacturer14                                     Model14                                            20014       15
15          2024-11-20   hybrid               16            Manufacturer15                                     Model15                                            20015       16
16          2024-11-19   pure-electric        17            Manufacturer16                                     Model16                                            20016       17
17          2024-11-18   hybrid               18            Manufacturer17                                     Model17                                            20017       18
18          2024-11-17   pure-electric        19            Manufacturer18                                     Model18                                            20018       19
19          2024-11-16   hybrid               20            Manufacturer19                                     Model19                                            20019       20
20          2024-11-15   pure-electric        21            Manufacturer20                                     Model20                                            20020       21
21          2024-11-14   hybrid               22            Manufacturer21                                     Model21                                            20021       22
22          2024-11-13   pure-electric        23            Manufacturer22                                     Model22                                            20022       23
23          2024-11-12   hybrid               24            Manufacturer23                                     Model23                                            20023       24
24          2024-11-11   pure-electric        25            Manufacturer24                                     Model24                                            20024       25
25          2024-11-10   hybrid               26            Manufacturer25                                     Model25                                            20025       26
26          2024-11-09   pure-electric        27            Manufacturer26                                     Model26                                            20026       27
27          2024-11-08   hybrid               28            Manufacturer27                                     Model27                                            20027       28
28          2024-11-07   pure-electric        29            Manufacturer28                                     Model28                                            20028       29
29          2024-11-06   hybrid               30            Manufacturer29                                     Model29                                            20029       30
30          2024-11-05   pure-electric        31            Manufacturer30                                     Model30                                            20030       31
31          2024-11-04   hybrid               32            Manufacturer31                                     Model31                                            20031       32
32          2024-11-03   pure-electric        33            Manufacturer32                                     Model32                                            20032       33
33          2024-11-02   hybrid               34            Manufacturer33                                     Model33                                            20033       34
34          2024-11-01   pure-electric        35            Manufacturer34                                     Model34                                            20034       35
35          2024-10-31   hybrid               36            Manufacturer35                                     Model35                                            20035       36
36          2024-10-30   pure-electric        37            Manufacturer36                                     Model36                                            20036       37
37          2024-10-29   hybrid               38            Manufacturer37                                     Model37                                            20037       38
38          2024-10-28   pure-electric        39            Manufacturer38                                     Model38                                            20038       39
39          2024-10-27   hybrid               40            Manufacturer39                                     Model39                                            20039       40
40          2024-10-26   pure-electric        41            Manufacturer40                                     Model40                                            20040       41
41          2024-10-25   hybrid               42            Manufacturer41                                     Model41                                            20041       42
42          2024-10-24   pure-electric        43            Manufacturer42                                     Model42                                            20042       43
43          2024-10-23   hybrid               44            Manufacturer43                                     Model43                                            20043       44
44          2024-10-22   pure-electric        45            Manufacturer44                                     Model44                                            20044       45
45          2024-10-21   hybrid               46            Manufacturer45                                     Model45                                            20045       46
46          2024-10-20   pure-electric        47            Manufacturer46                                     Model46                                            20046       47
47          2024-10-19   hybrid               48            Manufacturer47                                     Model47                                            20047       48
48          2024-10-18   pure-electric        49            Manufacturer48                                     Model48                                            20048       49
49          2024-10-17   hybrid               50            Manufacturer49                                     Model49                                            20049       50
50          2024-10-16   pure-electric        1             Manufacturer50                                     Model50                                            20050       51
51          2024-10-15   hybrid               2             Manufacturer51                                     Model51                                            20051       52
52          2024-10-14   pure-electric        3             Manufacturer52                                     Model52                                            20052       53
53          2024-10-13   hybrid               4             Manufacturer53                                     Model53                                            20053       54
54          2024-10-12   pure-electric        5             Manufacturer54                                     Model54                                            20054       55
55          2024-10-11   hybrid               6             Manufacturer55                                     Model55                                            20055       56
56          2024-10-10   pure-electric        7             Manufacturer56                                     Model56                                            20056       57
57          2024-10-09   hybrid               8             Manufacturer57                                     Model57                                            20057       58
58          2024-10-08   pure-electric        9             Manufacturer58                                     Model58                                            20058       59
59          2024-10-07   hybrid               10            Manufacturer59                                     Model59                                            20059       60
60          2024-10-06   pure-electric        11            Manufacturer60                                     Model60                                            20060       61
61          2024-10-05   hybrid               12            Manufacturer61                                     Model61                                            20061       62
62          2024-10-04   pure-electric        13            Manufacturer62                                     Model62                                            20062       63
63          2024-10-03   hybrid               14            Manufacturer63                                     Model63                                            20063       64
64          2024-10-02   pure-electric        15            Manufacturer64                                     Model64                                            20064       65
65          2024-10-01   hybrid               16            Manufacturer65                                     Model65                                            20065       66
66          2024-09-30   pure-electric        17            Manufacturer66                                     Model66                                            20066       67
67          2024-09-29   hybrid               18            Manufacturer67                                     Model67                                            20067       68
68          2024-09-28   pure-electric        19            Manufacturer68                                     Model68                                            20068       69
69          2024-09-27   hybrid               20            Manufacturer69                                     Model69                                            20069       70
70          2024-09-26   pure-electric        21            Manufacturer70                                     Model70                                            20070       71
71          2024-09-25   hybrid               22            Manufacturer71                                     Model71                                            20071       72
72          2024-09-24   pure-electric        23            Manufacturer72                                     Model72                                            20072       73
73          2024-09-23   hybrid               24            Manufacturer73                                     Model73                                            20073       74
74          2024-09-22   pure-electric        25            Manufacturer74                                     Model74                                            20074       75
75          2024-09-21   hybrid               26            Manufacturer75                                     Model75                                            20075       76
76          2024-09-20   pure-electric        27            Manufacturer76                                     Model76                                            20076       77
77          2024-09-19   hybrid               28            Manufacturer77                                     Model77                                            20077       78
78          2024-09-18   pure-electric        29            Manufacturer78                                     Model78                                            20078       79
79          2024-09-17   hybrid               30            Manufacturer79                                     Model79                                            20079       80
80          2024-09-16   pure-electric        31            Manufacturer80                                     Model80                                            20080       81
81          2024-09-15   hybrid               32            Manufacturer81                                     Model81                                            20081       82
82          2024-09-14   pure-electric        33            Manufacturer82                                     Model82                                            20082       83
83          2024-09-13   hybrid               34            Manufacturer83                                     Model83                                            20083       84
84          2024-09-12   pure-electric        35            Manufacturer84                                     Model84                                            20084       85
85          2024-09-11   hybrid               36            Manufacturer85                                     Model85                                            20085       86
86          2024-09-10   pure-electric        37            Manufacturer86                                     Model86                                            20086       87
87          2024-09-09   hybrid               38            Manufacturer87                                     Model87                                            20087       88
88          2024-09-08   pure-electric        39            Manufacturer88                                     Model88                                            20088       89
89          2024-09-07   hybrid               40            Manufacturer89                                     Model89                                            20089       90
90          2024-09-06   pure-electric        41            Manufacturer90                                     Model90                                            20090       91
91          2024-09-05   hybrid               42            Manufacturer91                                     Model91                                            20091       92
92          2024-09-04   pure-electric        43            Manufacturer92                                     Model92                                            20092       93
93          2024-09-03   hybrid               44            Manufacturer93                                     Model93                                            20093       94
94          2024-09-02   pure-electric        45            Manufacturer94                                     Model94                                            20094       95
95          2024-09-01   hybrid               46            Manufacturer95                                     Model95                                            20095       96
96          2024-08-31   pure-electric        47            Manufacturer96                                     Model96                                            20096       97
97          2024-08-30   hybrid               48            Manufacturer97                                     Model97                                            20097       98
98          2024-08-29   pure-electric        49            Manufacturer98                                     Model98                                            20098       99
99          2024-08-28   hybrid               50            Manufacturer99                                     Model99                                            20099       100
100         2024-08-27   pure-electric        1             Manufacturer100                                    Model100                                           20100       101
101         2024-08-26   hybrid               2             Manufacturer101                                    Model101                                           20101       102
102         2024-08-25   pure-electric        3             Manufacturer102                                    Model102                                           20102       103
103         2024-08-24   hybrid               4             Manufacturer103                                    Model103                                           20103       104
104         2024-08-23   pure-electric        5             Manufacturer104                                    Model104                                           20104       105
105         2024-08-22   hybrid               6             Manufacturer105                                    Model105                                           20105       106
106         2024-08-21   pure-electric        7             Manufacturer106                                    Model106                                           20106       107
107         2024-08-20   hybrid               8             Manufacturer107                                    Model107                                           20107       108
108         2024-08-19   pure-electric        9             Manufacturer108                                    Model108                                           20108       109
109         2024-08-18   hybrid               10            Manufacturer109                                    Model109                                           20109       110
110         2024-08-17   pure-electric        11            Manufacturer110                                    Model110                                           20110       111
111         2024-08-16   hybrid               12            Manufacturer111                                    Model111                                           20111       112
112         2024-08-15   pure-electric        13            Manufacturer112                                    Model112                                           20112       113
113         2024-08-14   hybrid               14            Manufacturer113                                    Model113                                           20113       114
114         2024-08-13   pure-electric        15            Manufacturer114                                    Model114                                           20114       115
115         2024-08-12   hybrid               16            Manufacturer115                                    Model115                                           20115       116
116         2024-08-11   pure-electric        17            Manufacturer116                                    Model116                                           20116       117
117         2024-08-10   hybrid               18            Manufacturer117                                    Model117                                           20117       118
118         2024-08-09   pure-electric        19            Manufacturer118                                    Model118                                           20118       119
119         2024-08-08   hybrid               20            Manufacturer119                                    Model119                                           20119       120
120         2024-08-07   pure-electric        21            Manufacturer120                                    Model120                                           20120       121
121         2024-08-06   hybrid               22            Manufacturer121                                    Model121                                           20121       122
122         2024-08-05   pure-electric        23            Manufacturer122                                    Model122                                           20122       123
123         2024-08-04   hybrid               24            Manufacturer123                                    Model123                                           20123       124
124         2024-08-03   pure-electric        25            Manufacturer124                                    Model124                                           20124       125
125         2024-08-02   hybrid               26            Manufacturer125                                    Model125                                           20125       126
126         2024-08-01   pure-electric        27            Manufacturer126                                    Model126                                           20126       127
127         2024-07-31   hybrid               28            Manufacturer127                                    Model127                                           20127       128
128         2024-07-30   pure-electric        29            Manufacturer128                                    Model128                                           20128       129
129         2024-07-29   hybrid               30            Manufacturer129                                    Model129                                           20129       130
130         2024-07-28   pure-electric        31            Manufacturer130                                    Model130                                           20130       131
131         2024-07-27   hybrid               32            Manufacturer131                                    Model131                                           20131       132
132         2024-07-26   pure-electric        33            Manufacturer132                                    Model132                                           20132       133
133         2024-07-25   hybrid               34            Manufacturer133                                    Model133                                           20133       134
134         2024-07-24   pure-electric        35            Manufacturer134                                    Model134                                           20134       135
135         2024-07-23   hybrid               36            Manufacturer135                                    Model135                                           20135       136
136         2024-07-22   pure-electric        37            Manufacturer136                                    Model136                                           20136       137
137         2024-07-21   hybrid               38            Manufacturer137                                    Model137                                           20137       138
138         2024-07-20   pure-electric        39            Manufacturer138                                    Model138                                           20138       139
139         2024-07-19   hybrid               40            Manufacturer139                                    Model139                                           20139       140
140         2024-07-18   pure-electric        41            Manufacturer140                                    Model140                                           20140       141
141         2024-07-17   hybrid               42            Manufacturer141                                    Model141                                           20141       142
142         2024-07-16   pure-electric        43            Manufacturer142                                    Model142                                           20142       143
143         2024-07-15   hybrid               44            Manufacturer143                                    Model143                                           20143       144
144         2024-07-14   pure-electric        45            Manufacturer144                                    Model144                                           20144       145
145         2024-07-13   hybrid               46            Manufacturer145                                    Model145                                           20145       146
146         2024-07-12   pure-electric        47            Manufacturer146                                    Model146                                           20146       147
147         2024-07-11   hybrid               48            Manufacturer147                                    Model147                                           20147       148
148         2024-07-10   pure-electric        49            Manufacturer148                                    Model148                                           20148       149
149         2024-07-09   hybrid               50            Manufacturer149                                    Model149                                           20149       150
150         2024-07-08   pure-electric        1             Manufacturer150                                    Model150                                           20150       151
151         2024-07-07   hybrid               2             Manufacturer151                                    Model151                                           20151       152
152         2024-07-06   pure-electric        3             Manufacturer152                                    Model152                                           20152       153
153         2024-07-05   hybrid               4             Manufacturer153                                    Model153                                           20153       154
154         2024-07-04   pure-electric        5             Manufacturer154                                    Model154                                           20154       155
155         2024-07-03   hybrid               6             Manufacturer155                                    Model155                                           20155       156
156         2024-07-02   pure-electric        7             Manufacturer156                                    Model156                                           20156       157
157         2024-07-01   hybrid               8             Manufacturer157                                    Model157                                           20157       158
158         2024-06-30   pure-electric        9             Manufacturer158                                    Model158                                           20158       159
159         2024-06-29   hybrid               10            Manufacturer159                                    Model159                                           20159       160
160         2024-06-28   pure-electric        11            Manufacturer160                                    Model160                                           20160       161
161         2024-06-27   hybrid               12            Manufacturer161                                    Model161                                           20161       162
162         2024-06-26   pure-electric        13            Manufacturer162                                    Model162                                           20162       163
163         2024-06-25   hybrid               14            Manufacturer163                                    Model163                                           20163       164
164         2024-06-24   pure-electric        15            Manufacturer164                                    Model164                                           20164       165
165         2024-06-23   hybrid               16            Manufacturer165                                    Model165                                           20165       166
166         2024-06-22   pure-electric        17            Manufacturer166                                    Model166                                           20166       167
167         2024-06-21   hybrid               18            Manufacturer167                                    Model167                                           20167       168
168         2024-06-20   pure-electric        19            Manufacturer168                                    Model168                                           20168       169
169         2024-06-19   hybrid               20            Manufacturer169                                    Model169                                           20169       170
170         2024-06-18   pure-electric        21            Manufacturer170                                    Model170                                           20170       171
171         2024-06-17   hybrid               22            Manufacturer171                                    Model171                                           20171       172
172         2024-06-16   pure-electric        23            Manufacturer172                                    Model172                                           20172       173
173         2024-06-15   hybrid               24            Manufacturer173                                    Model173                                           20173       174
174         2024-06-14   pure-electric        25            Manufacturer174                                    Model174                                           20174       175
175         2024-06-13   hybrid               26            Manufacturer175                                    Model175                                           20175       176
176         2024-06-12   pure-electric        27            Manufacturer176                                    Model176                                           20176       177
177         2024-06-11   hybrid               28            Manufacturer177                                    Model177                                           20177       178
178         2024-06-10   pure-electric        29            Manufacturer178                                    Model178                                           20178       179
179         2024-06-09   hybrid               30            Manufacturer179                                    Model179                                           20179       180
180         2024-06-08   pure-electric        31            Manufacturer180                                    Model180                                           20180       181
181         2024-06-07   hybrid               32            Manufacturer181                                    Model181                                           20181       182
182         2024-06-06   pure-electric        33            Manufacturer182                                    Model182                                           20182       183
183         2024-06-05   hybrid               34            Manufacturer183                                    Model183                                           20183       184
184         2024-06-04   pure-electric        35            Manufacturer184                                    Model184                                           20184       185
185         2024-06-03   hybrid               36            Manufacturer185                                    Model185                                           20185       186
186         2024-06-02   pure-electric        37            Manufacturer186                                    Model186                                           20186       187
187         2024-06-01   hybrid               38            Manufacturer187                                    Model187                                           20187       188
188         2024-05-31   pure-electric        39            Manufacturer188                                    Model188                                           20188       189
189         2024-05-30   hybrid               40            Manufacturer189                                    Model189                                           20189       190
190         2024-05-29   pure-electric        41            Manufacturer190                                    Model190                                           20190       191
191         2024-05-28   hybrid               42            Manufacturer191                                    Model191                                           20191       192
192         2024-05-27   pure-electric        43            Manufacturer192                                    Model192                                           20192       193
193         2024-05-26   hybrid               44            Manufacturer193                                    Model193                                           20193       194
194         2024-05-25   pure-electric        45            Manufacturer194                                    Model194                                           20194       195
195         2024-05-24   hybrid               46            Manufacturer195                                    Model195                                           20195       196
196         2024-05-23   pure-electric        47            Manufacturer196                                    Model196                                           20196       197
197         2024-05-22   hybrid               48            Manufacturer197                                    Model197                                           20197       198
198         2024-05-21   pure-electric        49            Manufacturer198                                    Model198                                           20198       199
199         2024-05-20   hybrid               50            Manufacturer199                                    Model199                                           20199       200
200         2024-05-19   pure-electric        1             Manufacturer200                                    Model200                                           20200       201
201         2024-05-18   hybrid               2             Manufacturer201                                    Model201                                           20201       202
202         2024-05-17   pure-electric        3             Manufacturer202                                    Model202                                           20202       203
203         2024-05-16   hybrid               4             Manufacturer203                                    Model203                                           20203       204
204         2024-05-15   pure-electric        5             Manufacturer204                                    Model204                                           20204       205
205         2024-05-14   hybrid               6             Manufacturer205                                    Model205                                           20205       206
206         2024-05-13   pure-electric        7             Manufacturer206                                    Model206                                           20206       207
207         2024-05-12   hybrid               8             Manufacturer207                                    Model207                                           20207       208
208         2024-05-11   pure-electric        9             Manufacturer208                                    Model208                                           20208       209
209         2024-05-10   hybrid               10            Manufacturer209                                    Model209                                           20209       210
210         2024-05-09   pure-electric        11            Manufacturer210                                    Model210                                           20210       211
211         2024-05-08   hybrid               12            Manufacturer211                                    Model211                                           20211       212
212         2024-05-07   pure-electric        13            Manufacturer212                                    Model212                                           20212       213
213         2024-05-06   hybrid               14            Manufacturer213                                    Model213                                           20213       214
214         2024-05-05   pure-electric        15            Manufacturer214                                    Model214                                           20214       215
215         2024-05-04   hybrid               16            Manufacturer215                                    Model215                                           20215       216
216         2024-05-03   pure-electric        17            Manufacturer216                                    Model216                                           20216       217
217         2024-05-02   hybrid               18            Manufacturer217                                    Model217                                           20217       218
218         2024-05-01   pure-electric        19            Manufacturer218                                    Model218                                           20218       219
219         2024-04-30   hybrid               20            Manufacturer219                                    Model219                                           20219       220
220         2024-04-29   pure-electric        21            Manufacturer220                                    Model220                                           20220       221
221         2024-04-28   hybrid               22            Manufacturer221                                    Model221                                           20221       222
222         2024-04-27   pure-electric        23            Manufacturer222                                    Model222                                           20222       223
223         2024-04-26   hybrid               24            Manufacturer223                                    Model223                                           20223       224
224         2024-04-25   pure-electric        25            Manufacturer224                                    Model224                                           20224       225
225         2024-04-24   hybrid               26            Manufacturer225                                    Model225                                           20225       226
226         2024-04-23   pure-electric        27            Manufacturer226                                    Model226                                           20226       227
227         2024-04-22   hybrid               28            Manufacturer227                                    Model227                                           20227       228
228         2024-04-21   pure-electric        29            Manufacturer228                                    Model228                                           20228       229
229         2024-04-20   hybrid               30            Manufacturer229                                    Model229                                           20229       230
230         2024-04-19   pure-electric        31            Manufacturer230                                    Model230                                           20230       231
231         2024-04-18   hybrid               32            Manufacturer231                                    Model231                                           20231       232
232         2024-04-17   pure-electric        33            Manufacturer232                                    Model232                                           20232       233
233         2024-04-16   hybrid               34            Manufacturer233                                    Model233                                           20233       234
234         2024-04-15   pure-electric        35            Manufacturer234                                    Model234                                           20234       235
235         2024-04-14   hybrid               36            Manufacturer235                                    Model235                                           20235       236
236         2024-04-13   pure-electric        37            Manufacturer236                                    Model236                                           20236       237
237         2024-04-12   hybrid               38            Manufacturer237                                    Model237                                           20237       238
238         2024-04-11   pure-electric        39            Manufacturer238                                    Model238                                           20238       239
239         2024-04-10   hybrid               40            Manufacturer239                                    Model239                                           20239       240
240         2024-04-09   pure-electric        41            Manufacturer240                                    Model240                                           20240       241
241         2024-04-08   hybrid               42            Manufacturer241                                    Model241                                           20241       242
242         2024-04-07   pure-electric        43            Manufacturer242                                    Model242                                           20242       243
243         2024-04-06   hybrid               44            Manufacturer243                                    Model243                                           20243       244
244         2024-04-05   pure-electric        45            Manufacturer244                                    Model244                                           20244       245
245         2024-04-04   hybrid               46            Manufacturer245                                    Model245                                           20245       246
246         2024-04-03   pure-electric        47            Manufacturer246                                    Model246                                           20246       247
247         2024-04-02   hybrid               48            Manufacturer247                                    Model247                                           20247       248
248         2024-04-01   pure-electric        49            Manufacturer248                                    Model248                                           20248       249
249         2024-03-31   hybrid               50            Manufacturer249                                    Model249                                           20249       250
250         2024-03-30   pure-electric        1             Manufacturer250                                    Model250                                           20250       251
251         2024-03-29   hybrid               2             Manufacturer251                                    Model251                                           20251       252
252         2024-03-28   pure-electric        3             Manufacturer252                                    Model252                                           20252       253
